"","country_id","Project ID","Country_original","Region","Lending Instrument","Level of Education","Focus area","Topic","Chain Position","DLI","DLI/DLR","Value of DLI (in mln)","Value of DLR (mln)","Share of total RBF for DLI","Scalability","Formula/Calculation","Verification agency type","Verification source","Restructuring","Fiscal Year","Country","region_id","region_name","income_id","income_name"
"701","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Operational Standards for Institutions","Intermediate Outcome","DLI 26: MINERD publishes and distributes new regional and district operations manuals, and develops an implementation plan","DLI",6,6,0.00283185840707965,"No","n/a","World Bank","a) MINERD documents, (b) reports based on MINERD data collection","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"702","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Intermediate Outcome","DLI 27: MINERD incorporates information and communications technology (ICT) into an in-service Teachers training program","DLI",4,4,0.00188790560471976,"No","n/a","World Bank","(a) MINERD documents, (b) online digital platform or other tools, (c) users’ sociodemographic characteristics and other statistics and (d) dissemination strategy and other documents","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"703","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Education Strategic Planning and Management","Outcome","DLI 33: MINERD develops targets for student achievement at the regional, district, and school levels, and a monitoring plan to track progress against targets","DLI",4,4,0.00188790560471976,"No","n/a","World Bank","(a) SIGERD reports, (b) methodological paper on setting individual targets per school","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"704","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","School Directors","Intermediate Outcome","DLI 32: First cohort of public school principals has completed training using improved methods","DLI",4,4,0.00188790560471976,"No","n/a","World Bank","(a) MINERD documents, (b) ISFODOSU documents, and (c) other documents","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"705","DOM","P146831","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Teachers","In-service Teacher Training","Outcome","DLI 18: INAFOCAM adjusts in-service training programs based on results from assessments and/or impact evaluations","DLI",2.5,2.5,0.00121014098142434,"No","n/a","World Bank","i) MINERD student assessment databases; ii) international tests; iii) diagnostic tests, iv) Teachers evaluation; v) Teachers certification; vi) INAFOCAM documents.","Yes, DLI intact",2016,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"706","DOM","P146831","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLI 19: MINERD’s Student Assessment Directorate staff have received training on sampling, item design, database management, and statistical software.","DLI",2.5,2.5,0.00121014098142434,"No","n/a","World Bank","i) Completed mathematics and Spanish assessments; ii) centralized database; iii) other documents prepared for the test by MINERD","Yes, DLI intact",2016,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"707","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Student_Assessment","International Student Asessment","Intermediate Outcome","DLI 31: MINERD disseminates results of PISA 2018","DLI",4,4,0.00188790560471976,"No","n/a","World Bank","IDEICE and MINERD documents","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"708","DOM","P167815","Dominican Republic","LAC","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLI 30: MINERD administers a student assessment for the first cycle of primary education for the second time","DLI",5,5,0.0023598820058997,"No","n/a","World Bank","(a) Completed mathematics and Spanish assessments, (b) centralized database, and (c) other documents prepared for the test by MINERD","Yes, New DLI",2019,"Dominican Republic","LCN","Latin America & Caribbean","UMC","Upper middle income"
"709","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.4: G10,G11,G12 Tests are administered nation-wide","DLR",9,9,0,"No","US$9,000,000 by closing date for administration of nation-wide G10, G11 and G12 tests in the subsequent academic year","Third party","Assessment management platform phone surveys","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"710","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.3 G10 & G11 Tests are administered nation-wide","DLR",9,9,0,"No","US$9,000,000 by closing date for administration of nation-wide G10 and G11 tests in one academic year.","Third party","Assessment management platform phone surveys","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"711","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","DLR 5.5: 25 percent of CLA Teachers demonstrating impact on teaching","DLR",8,8,0,"Yes","US$8,000,000 for at least 25% of CLA Teachers demonstrating impact by closing date","Third party","Teachers Professional Behaviors Program Portal, School visits","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"712","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","In-service Teacher Training","Output","DLI 3: Extending KG in-service Teachers training","DLI",16,0,0.00640512409927942,"Yes","as per DLR formula below","Third party","MOETE training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"713","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLR 4.1a: New CPD Framework approved by ministerial decree, under terms and conditions acceptable to the Bank","DLR",5,5,0,"No","US$5,000,000 by FY2021","Third party","Ministerial decree MOETE website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"714","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","DLR 5.1b: 40% increase in CLA Teachers participating at “highly engaged” level of Teachers Professional Behaviors (TPB) Program","DLR",26,26,0,"Yes","US$6.5m for every 10 percentage point increase in number of highly engaged CoPs, up to a maximum of US$26,000,000.","Third party","Teachers Professional Behaviors Program Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"715","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Output","DLR 10.2: Education Decision Support Dashboard populated by data from training data, assessments data, content usage data and EMIS data and related reporting tools developed and functional","DLR",20,20,0,"No","US$20,000,000 by closing date","Third party","Education Decision Support Dashboard website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"716","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLR 9.2a: Three Specialized education measurement experts recruited for NCEEE for at least three consecutive year","DLR",5,5,0,"No","US$5,000,000 by closing date","Third party","Contracts training records spot checks","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"717","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLI 4: Improved Quality of Teachers and Education Leader Professional Development","DLI",30,0,0.0120096076861489,"No","as per DLR formulas below","Third party","Ministerial decree MOETE website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"718","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Output","DLR 10.4: Percentage of Directorate level (Mudiriya) budgets prepared using information from Education Decision Support Dashboard","DLR",10,10,0,"Yes","For every additional 10 percentage points in directorate-level budgets using the Education Decision Support Dashboard data, reward US$1,000,000 up to a maximum of US$10,000,000","Third party","Directorate/mudiriya record","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"719","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.2b: New G10 assessments administered nation-wide","DLR",8,8,0,"No","US$8,000,000","Third party","MOETE Website Assessment management platform, Law amendment, ministerial decree and other legislative documents related to the new secondary graduation system","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"720","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLI 8: Grades 4 and 9 national assessment are designed, developed and successfully administered","DLI",25,0,0.0100080064051241,"No","as per DLR formulas below","Third party","MOETE Website, Assessment Management platfrom, Phone surveys","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"721","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Output","DLR 10.1: Education Technology Entity to support digital technology infrastructure established by ministerial decree and key positions staffed","DLR",30,30,0,"No","US$30,000,000 by closing date.","Third party","MOETE Website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"722","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","In-service Teacher Training","Output","DLR 3.2 100 % of public KG Teachers have completed the new KG Teachers training modules","DLR",16,16,0,"Yes","From a baseline of 0, for every 5 percentage points increase in percentage of KG Teachers completing the new KG in-service training modules pre-agreed by the WB, reward US$800,000, up to a maximum of US$16,000,000","Third party","MOETE training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"723","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.5: Public confidence in the secondary graduation and assessment system","DLR",2,2,0,"No","US$2,000,000 for 60% respondents displaying confidence in the secondary graduation and assessment system by closing date","Third party","Public opinion survey results","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"724","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLR 9.2b: Training conducted for: (1) NCEEE staff on management of assessment management platform, (2) item-bank developers, and (3) all graders on the database of graders, and (4) at least 70% of proctors on conducting new assessment","DLR",5,5,0,"No","US$5,000,000 by closing date","Third party","Contracts training records spot checks","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"725","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Output","DLR 10.3: MOETE, directorate, district, and school level staff trained in use of Education Decision Support Dashboard for policy making","DLR",10,10,0,"No","US$10,000,000 by closing date","Third party","MOETE training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"726","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Quality Assurance and Accreditation","Process","DLR 2.2a: 100 % KGs assessed under newly established QA System","DLR",8,8,0,"Yes","For every 10 percentage points of KGs assessed, reward US$80,000 up to US$8,000,000","Third party","Quality reports for KGs","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"727","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.2c New secondary graduation system is established and made operational","DLR",10,10,0,"No","US$10,000,000 for by closing date","Third party","MOETE Website Assessment management platform, Law amendment, ministerial decree and other legislative documents related to the new secondary graduation system","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"728","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Access_and_Equity","Enrollment, Completion, Retention","Output","DLI 1: Increased Access to KG","DLI",50,0,0.0200160128102482,"Yes","as per DLR formulas below","Third party","EMIS, CAPMAS","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"729","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLR 9.1b: Capacity building plan developed for all NCEEE staff, graders, proctors, school-level staff in administration of national testing and service providers identified for capacity building activities","DLR",7,7,0,"No","US$7,000,000 by closing date","Third party","NCEEE records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"730","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Digital Learning and E-content","Intermediate Outcome","DLI 11: Digital Learning Resources","DLI",30,0,0.0120096076861489,"Yes","as per DLR formulas below","Third party","LMS usage data, interface","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"731","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Digital Learning and E-content","Intermediate Outcome","DLR 11.1: Curricular objectives in all core subjects mapped to digital learning resources from EKB/LMS and made available to all Teachers in KG1 to Grade 12","DLR",18,18,0,"Yes","US$5,000,000 for the first grade that has all core subjects’ curricula digitized with an additional US$1,000,000 for every additional grade digitized up to a maximum of US$18,000,000","Third party","Curricular Objectives for KG1-G12 for core subjects; LMS interface","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"732","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Quality Assurance and Accreditation","Process","DLR 2.2b: 50 % of KGs assessed have improved quality per QA System","DLR",20,20,0,"Yes","For every 10% of KGs with improved quality reward US$4,000,000 up to US$20,000,000","Third party","Quality reports for KGs","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"733","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","DLR 5.1a: 40 % increase in schools/COPs participating at “highly engaged” level of Teachers Professional Behaviors (TPB) Program (baseline to be provided by project effectiveness)","DLR",26,26,0,"Yes","US$6.5m for every 10-percentage point increase in number of highly engaged school/CoPs, up to a maximum of US$26,000,000","Third party","Teachers Professional Behaviors Program Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"734","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLR 9.1a: Restructuring plan completed, and approved by Central Authority for Organization and Administration, and approved and signed by Borrower’s minister in charge of education by 2020","DLR",8,8,0,"No","US$8,000,000 by 2020","Third party","NCEEE records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"735","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Quality Assurance and Accreditation","Process","DLR 2.1: Quality Assurance (QA) System for KG has been established and made operational","DLR",6,6,0,"Yes","n/a","Third party","MOETE website Signed documents at MOETE","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"736","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","School Directors","Output","DLR 6.1: Pilot of Education Leaders and Supervisors (EL&S) Program Administered  to principals and vice principals in at least 500 schools, as further elaborated in the POM","DLR",0.5,0.5,0,"Yes","US$500,000 by end of FY 2020","Third party","Phone surveys","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"737","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLR 4.1b: New induction system approved by ministerial decree,under terms and conditions acceptable to the Bank","DLR",5,5,0,"No","US$5,000,000 by FY2022","Third party","Ministerial decree MOETE website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"738","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLR 4.3: Criterion provided under the new CPD Frameworkused to prepare 70% of the PD plans","DLR",6,6,0,"No","US$6,000,000 by closing date","Third party","MOETE website Training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"739","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","School Directors","Output","DLI 6: Expanding Education Leaders and Supervisors (EL&S) Program","DLI",10,0,0.00400320256204964,"Varies by DLR","as per DLR formulas below","Third party","Surveys/Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"740","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLR 4.5: Second cohort of new Teachers, education leaders and supervisors are trained under new induction system","DLR",4,4,0,"No","US$4,000,000 by closing date","Third party","MOETE website Training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"741","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Output","DLI 10: Education Technology enabling environment and platform","DLI",70,0,0.0280224179343475,"No","as per DLR formulas below","Third party","MOETE Website, Education Decision Support Dashboard website, training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"742","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.2a: Successful completion of dry run of G10 assessments","DLR",2,2,0,"No","US$2,000,000","Third party","MOETE Website Assessment management platform, Law amendment, ministerial decree and other legislative documents related to the new secondary graduation system","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"743","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Continous Professional Development","Intermediate Outcome","DLR 4.4: First cohort of new Teachers, education leaders, and supervisors are trained under new induction system","DLR",10,10,0,"No","US$10,000,000 by closing date","Third party","MOETE website Training records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"744","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Access_and_Equity","Student Grant/Scholarship Program","Output","DLR 1.1: 500,000 of additional students enrolled in KG","DLR",40,40,0,"Yes","US$80,000 for every 1,000 additional students enrolled in each Academic Year (AY), starting in AY 2018- 2019, up to a maximum of US$40,000,000","Third party","EMIS, CAPMAS","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"745","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 8.5: Grade 4 and grade 9 national assessments administered","DLR",10,10,0,"No","US$5,000,000 for one round of each successful national assessment (G4 and G9) in any given academic year by closing date up to a maximum of US$10m","Third party","Assessment Management Platform, Phone surveys","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"746","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","Quality Assurance and Accreditation","Process","DLI 2: Strengthened Quality Assurance (QA) System for KG","DLI",34,0,0.0136108887109688,"Yes","as per DLR formulas below","Third party","Reports/records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"747","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.1b: Item development for MCQs and open-ended questions completed","DLR",10,10,0,"No","US$10,000,000 by closing date","Third party","MOETE Website Assessment management platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"748","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLI 9: NCEEE restructured as a national testing and examination center","DLI",35,0,0.0140112089671737,"No","as per DLR formulas below","Third party","NCEEE records; spotcheck","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"749","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Digital Learning and E-content","Intermediate Outcome","DLR 11.4b: Percentage of schools in poorest 5 governorates (according to CAPMAS) reached through EKB/LMS portal","DLR",2,2,0,"Yes","US$500,000 for every ten percentage points increase in the percentage of schools reached through the LMS portal up to a maximum of US$2,000,000","Third party","LMS usage data","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"750","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Intermediate Outcome","DLI 12: Successful Implementation of computer-based assessment management platform","DLI",60,0,0.0240192153722978,"No","as per DLR formulas below","Third party","Assessment Management Platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"751","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 8.1: Framework Document for Grade 4 assessment is approved by 2020","DLR",6,6,0,"No","US$6,000,000","Third party","MOETE Website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"752","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Digital Learning and E-content","Intermediate Outcome","DLR 11.4a: Percentage of public schools reached by the EKB/LMS portal, where at least 10 students and 3 Teachers (across all grades) are using the portal consistently for at least 3 months","DLR",10,10,0,"Yes","US$2,000,000 for every ten percentage points increase in the percentage of schools reached through the LMS portal up to a maximum of US$10,000,000","Third party","LMS usage data","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"753","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","School Directors","Output","DLR 6.2: 25% increase in Education leaders and Supervisors participating at “highly engaged” level of EL&S Program (baseline 0)","DLR",9,9,0,"Yes","from a baseline of 0, US$1,000,000 for every 10 percentage points increase in “highly engaged” education leaders and supervisors up to a maximum of US$9,000,000.","Third party","Teachers Professional Behaviors Program Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"754","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Governance_School_Based_Management","School Directors","Output","DLR 6.5: 25 percent of education leaders and supervisors demonstrating impact (Baseline and end line data will be provided through the Impact Evaluation Study supported under Part 5 of the Project.)","DLR",0.5,0.5,0,"No","US$500,000 for at least 25% of EL&S demonstrating impact by closing date","Third party","Teachers Professional Behaviors Program Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"755","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","Assessment Systems","Intermediate Outcome","DLR 9.3: All student assessment related budget lines and allocations transferred from MOETE to NCEEE","DLR",10,10,0,"Varies by DLR","US$10,000,000 by closing date","Third party","Budget records","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"756","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Intermediate Outcome","DLR 12.3 District officers, school principals, Teachers and students are able to access results at their respective levels through the platform.","DLR",20,20,0,"No","US$20,000,000 by closing date","Third party","Assessment Management Platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"757","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Education_Access_and_Equity","Education for Vulnerable and Disadvantaged Groups","Output","DLR 1.2: 50% of the additional students enrolled in KG are in the poorest districts as identified by CAPMAS","DLR",10,10,0,"Yes","US$20,000 for every 500 additional KG students enrolled in the poorest districts in each AY, starting in AY 2018- 2019, up to a maximum of US$10,000,000.","Third party","EMIS, CAPMAS","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"758","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 7.1a: Framework Document for new G10, G11 and G12 assessments approved","DLR",10,10,0,"No","US$10,000,000 by closing date","Third party","MOETE Website Assessment management platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"759","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Teachers","Teacher Performance Assessment","Output","DLI 5: Expanding Teachers Professional Behaviors (TPB) Program","DLI",60,0,0.0240192153722978,"Yes","as per DLR formulas below","Third party","Teachers Professional Behaviors Program Portal","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"760","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Science_and_Technology","Digital infrastructure","Intermediate Outcome","DLR 12.1: Management platform for computer based assessment system designed and functional","DLR",40,40,0,"No","US$40,000,000 by closing date","Third party","Assessment Management Platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"761","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 8.3: Dry run for the administration of Grade 9 national assessment carried out","DLR",4,4,0,"No","US$4,000,000 by closing date","Third party","Assessment Management platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"762","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLI 7: Successful implementation of the reform of the secondary graduation and assessment system","DLI",60,0,0.0240192153722978,"No","as per DLR formulas below","Third party","MOETE Website Assessment management platform","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"763","EGY","P157809","Egypt","MNA","IPF/DLIs","Primary and Secondary Education","Student_Assessment","National Student Assessement","Intermediate Outcome","DLR 8.2: Dry run for the administration of Grade 4 sample-based assessment carried out","DLR",5,5,0,"No","US$5,000,000 by closing date","Third party","Assessment report MOETE Website","No",2018,"Egypt, Arab Rep.","MEA","Middle East & North Africa","LMC","Lower middle income"
"764","ETH","P163050","Ethiopia","AFR","PforR","Primary and Secondary Education","Education_Financing","Performance-based Grant","Intermediate Outcome","DLR 2.2: 70% of best performing primary schools receive performancebased awards by March 31","DLR",10,10,0,"No","Pass/Fail. USD 10 million disbursed on achievement of respective annual target","Third party","Report from the Ministry of Education providing list of selected schools by using agreed award guideline and criteria. CSA or an independent survey firm verify selection of schools and on-time disbursement to schools on a sample basis","Yes, DLR intact",2018,"Ethiopia","SSF","Sub-Saharan Africa","LIC","Low income"
"765","ETH","P163050","Ethiopia","AFR","PforR","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Textbooks","Intermediate Outcome","DLI 6: Timely availability of textbooks","DLI",40,0,0.0173310225303293,"Varies by DLR","as per DLR formulas below","Third party","Varies by DLR","Yes, DLI modified",2018,"Ethiopia","SSF","Sub-Saharan Africa","LIC","Low income"
"766","ETH","P163050","Ethiopia","AFR","PforR","Primary and Secondary Education","Standards_Curriculum_and_Textbooks","Textbooks","Intermediate Outcome","DLR 6.1: At least 80% of required textbooks are at regional centers or Woreda education offices by June 30, 2019","DLR",10,10,0,"No","Pass/fail. USD 10 million on achievement of target","Third party","The report prepared by the Ministry of Education will be verified by CSA or an independent survey firms on sample basis. The verification checks number of textbooks delivered to regions or woredas by June 30th, 2019","Yes, DLR modified",2018,"Ethiopia","SSF","Sub-Saharan Africa","LIC","Low income"
